"SiteID","Treatment","n","Annn2o","meanDailyn2o","AnnPrecip","stemp10","WFPS","stemp5","tavg"
"Tgas_Manitoba","Field1-rt",834,2435.833056423,14.5300360600103,150.94,4.51830292104466,44.3888408436621,4.01936715532257,-0.653717819032034
"Tgas_Manitoba","Field2-annual",891,2763.9404966,16.386885142334,500.639666666667,8.09211018068863,57.5485042811481,7.538818249814,5.2648704949731
"Tgas_Manitoba","Field2-ct",834,2187.9303296,10.954354678395,150.94,4.51830292405644,44.3888405713635,4.01936700952754,-0.653717870836609
"Tgas_Manitoba","Field2-ferttime",533,6710.202356,32.2093837634788,210.058,5.05026662942262,47.6911856304319,5.12316869698818,3.47206560657293
"Tgas_Manitoba","Field3-annual",890,3289.47981963333,20.7206813676388,500.639666666667,8.08840587768107,57.5357541146476,7.53506599522951,5.2542722784034
"Tgas_Manitoba","Field3-ct",833,1790.59438416667,9.18950524698417,150.94,4.52679993818189,44.3888405713635,4.02792590950159,-0.634683784623088
"Tgas_Manitoba","Field3-ferttime",544,8218.1062161,42.1804922231608,215.8095,5.47172767318094,47.5798672568182,5.56819367303086,3.95563776751248
"Tgas_Manitoba","Field4-perennial",1519,2554.47574086,16.6954996539425,392.1278,6.54168626748429,53.6909831050888,6.2199302341959,3.88223189672045
"Tgas_Manitoba","Field4-rt",834,1441.34532773333,8.13601599762215,150.94,4.51830292405644,44.3888405713635,4.01936700952754,-0.653717870836609
"wagnerriddle","ct",2163,1872.82102096867,7.09294443992901,812.274499,NA,37.9368396907908,9.214856900834,6.8741025400382
"wagnerriddle","nt",2163,1043.57776421817,3.83211429430364,812.274499,NA,51.0666531837894,8.53195508608195,6.8741025400382
